"rcaID","repID","rptMStateKey","rcaState","rcaCode","rcaName","rcaType","rcaSensitiveArea","rcaDateArt58","rcaParameterN","rcaParameterP","rcaParameterOther","rcaDateDesignation","rcaANitro","rcaAPhos","rcaB","rcaC","rcaCRelevantDirective","rcaMorphology","rcaHydrologie","rcaHydraulic","rcaAbsenceRisk","rcaDateArt54","rcaArt54Applied"
18293,186,"ES",106,"ESCM668","LA PRESA DE LA ENCANTADORA",98,18778,,False,False,False,2004-02-04,False,False,True,False,"",False,False,False,False,,False
18294,186,"ES",106,"ESCM687","CALA BASSA (IBIZA)",98,18494,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18295,186,"ES",106,"ESCM688","ES PORTITXOL (IBIZA)",98,18495,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18296,186,"ES",106,"ESCM671","EL CHARCO DE SAN GINES",98,18521,,False,False,False,2004-02-04,False,True,False,False,"",False,False,False,False,,False
18297,186,"ES",106,"ESCM672","LA CHARCA DE MASPALOMAS",98,18522,,False,False,False,2004-02-04,False,True,False,False,"",False,False,False,False,,False
18298,186,"ES",106,"ESCM689","BAHIA DEL PORT DE SANT MIQUEL Y BENIARRAS (IBIZA)",98,18496,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18299,186,"ES",106,"ESCM690","XARRACA (IBIZA)",98,18497,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18300,186,"ES",106,"ESCM691","CALA DE PORTINATX (IBIZA)",98,18498,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18301,186,"ES",106,"ESCM693","BAHIA D'ES GRAU (MENORCA)",98,18505,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18302,186,"ES",106,"ESCM697","CALA EN PORTER (MENORCA)",98,18506,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18303,186,"ES",106,"ESCM698","CALA TREBALUGER (MENORCA)",98,18507,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18304,186,"ES",106,"ESCM699","CALA GALDANA",98,18508,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18305,186,"ES",106,"ESCM700","CALA MACARELLA (MENORCA)",98,18509,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18306,186,"ES",106,"ESCM701","CALA EN TURQUETA (MENORCA)",98,18510,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18307,186,"ES",106,"ESCM702","BAHIA DE SON SAURA (MENORCA)",98,18511,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18308,186,"ES",106,"ESCM703","CALA EN BOSCH (MENORCA)",98,18512,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18309,186,"ES",106,"ESCM704","CALA BLANCA (MENORCA)",98,18517,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18310,186,"ES",106,"ESCM705","PUERTO DE CIUTADELLA",98,18518,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18311,186,"ES",106,"ESCM706","BAHIA DE L'ARENAL D'EN CASTELL - SON SAURA (MENORC",98,18519,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18312,186,"ES",106,"ESCM707","BAHIA DE BINISSAFULLER (MENORCA)",98,18520,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18313,186,"ES",106,"ESCM708","CALA MORELL (MENORCA)",98,18523,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18314,186,"ES",106,"ESCM709","CALA ALGAIARENYS (MENORCA)",98,18524,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18315,186,"ES",106,"ESCM710","CALA TIRANT (MENORCA)",98,18211,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18316,186,"ES",106,"ESCM711","BAHIA DE ALCUDIA (1)",98,18212,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18317,186,"ES",106,"ESCM692","BAHIA DE FORNELLS",98,18228,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18318,186,"ES",106,"ESCM712","CALA MURTA (MALLORCA)",98,18213,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18319,186,"ES",106,"ESCM694","CALA SANT ESTEVE (MENORCA)",98,18230,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18320,186,"ES",106,"ESCM695","CALA CANUTELLS (MENORCA)",98,18231,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18321,186,"ES",106,"ESCM696","CALA COVES (MENORCA)",98,18232,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18322,186,"ES",106,"ESCM713","CALA ANGUILA - CALA MENDIA (MALLORCA)",98,18214,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18323,186,"ES",106,"ESCM714","CALA VARQUES (MALLORCA)",98,18215,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18324,186,"ES",106,"ESCM715","CALA MAGRANER - CALA VIRGILI (MALLORCA)",98,18216,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18325,186,"ES",106,"ESCM716","PORTO COLOM",98,18217,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18326,186,"ES",106,"ESCM717","CALA MITJANA (MALLORCA)",98,18218,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18194,186,"ES",106,"ESCM622","FRENTE LITORAL DEL PARQUE NATURAL DE L'ALBUFERA",98,18460,,False,False,False,2002-09-05,True,True,False,False,"76/160/CEE",False,False,False,False,,False
18195,186,"ES",106,"ESCM623","FRENTE LITORAL DEL PARQUE NATURAL DE MONTGO",98,18467,,False,False,False,2002-09-05,True,True,False,False,"76/160/CEE",False,False,False,False,,False
18196,186,"ES",106,"ESCM624","FRENTE LITORAL DEL PN DEL PENYAL D'IFAC",98,18470,,False,False,False,2002-09-05,True,True,False,False,"76/160/CEE",False,False,False,False,,False
18197,186,"ES",106,"ESCM625","FRENTE LITORAL DEL PN DE LAS SALINAS DE SANTA POLA",98,18472,,False,False,False,2002-09-05,True,True,False,False,"76/160/CEE",False,False,False,False,,False
18198,186,"ES",106,"ESCM626","CATCHMENT OF RIA DE PONTEVEDRA",98,18473,,False,False,False,2001-05-30,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18199,186,"ES",106,"ESCM636","BAHIA DE CULLERA",98,18474,,False,False,False,2002-09-05,True,True,False,False,"76/160/CEE",False,False,False,False,,False
18200,186,"ES",106,"ESCM646","MARISMAS DE SANTOÑA",98,18475,,False,False,False,2001-07-31,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18201,186,"ES",106,"ESCM627","CATCHMENT OF MAR MENOR",98,18489,,False,False,False,2001-06-23,False,True,False,False,"",False,False,False,False,,False
18202,186,"ES",106,"ESCM647","MARISMAS DE VICTORIA",98,18476,,False,False,False,2001-07-31,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18203,186,"ES",106,"ESCM648","MARISMAS DE JOYEL",98,18477,,False,False,False,2001-07-31,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18204,186,"ES",106,"ESCM649","ALBUFERA DE SON BOU (MENORCA)",98,18478,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS",False,False,False,False,,False
18205,186,"ES",106,"ESCM650","LA ISLA, LAGUNA LA COLGADA, OSSA DE MONTIEL, ALBACETE",98,18527,,False,False,False,2006-07-28,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
18206,186,"ES",106,"ESCM651","LA NOGUERA, LAGUNA LA SALVADORA, OSSA DE MONTIEL, ALBACETE",98,18528,,False,False,False,2006-07-28,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
18207,186,"ES",106,"ESCM652","LAGUNA LA REDONDILLA, OSSA DE MONTIEL. ALBACETE",98,18529,,False,False,False,2006-07-28,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
18208,186,"ES",106,"ESCM653","PLAYA DE GARIJO, LAGUNA DE SAN PEDRO, OSSA DE MONTIEL. ALBACETE",98,18530,,False,False,False,2006-07-28,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975 RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE)",False,False,False,False,,False
18209,186,"ES",106,"ESCM654","LAGUNA DEL REY. ARGAMASILLA DE ALBA/RUIDERA",98,18531,,False,False,False,2006-07-28,False,False,False,True,"DIRECTIVA DEL CONSEJO DE 8 DE DICIEMBRE DE 1975, RELATIVA A LA CALIDAD DE LAS AGUAS DE BAñO (76/160/CEE).",False,False,False,False,,False
18210,186,"ES",106,"ESCM656","ALBUFERA",98,18532,,False,False,False,2006-07-28,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18211,186,"ES",106,"ESCA710","CALA TIRANT (MENORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18212,186,"ES",106,"ESCA711","BAHIA DE ALCUDIA (1) (MALLORCA)",101,,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE",False,False,False,False,,False
18213,186,"ES",106,"ESCA712","CALA MURTA (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18214,186,"ES",106,"ESCA713","CALA ANGUILA - CALA MENDIA (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18215,186,"ES",106,"ESCA714","CALA VARQUES (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18216,186,"ES",106,"ESCA715","CALA MAGRANER - CALA VIRGILI (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18217,186,"ES",106,"ESCA716","PORTOCOLOM - CALO D'EN MARCAL (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18218,186,"ES",106,"ESCA717","CALA MITJANA (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18219,186,"ES",106,"ESCA718","PORTOPRETO (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18220,186,"ES",106,"ESCA719","BAHIA DE CALA MONDRAGO (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18221,186,"ES",106,"ESCA720","CALA FIGUERA (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18222,186,"ES",106,"ESCA721","CALA PI - CALA BELTRAN (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18223,186,"ES",106,"ESCA722","BAHIA DE PEGUERA Y STA. PONÇA (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18224,186,"ES",106,"ESCA723","PUERTO DE ANDRATX (MALLORCA)",101,,,False,False,False,2003-05-29,False,True,False,True,"76/160/CEE",False,False,False,False,,False
18225,186,"ES",106,"ESCA724","PUERTO DE SOLLER (MALLORCA)",101,,,False,False,False,2003-05-29,True,False,False,True,"76/160/CEE",False,False,False,False,,False
18226,186,"ES",106,"ESCA725","CALA SANT VICENC (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18227,186,"ES",106,"ESCA726","CALA RAJADA (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18228,186,"ES",106,"ESCA692","BAHIA DE FORNELLS (MENORCA)",101,,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18229,186,"ES",106,"ESCA727","SA FONT DE SA CALA (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18230,186,"ES",106,"ESCA694","CALA SANT ESTEVE (MENORCA)",101,,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18231,186,"ES",106,"ESCA695","CALA CANUTELLS (MENORCA)",101,,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18232,186,"ES",106,"ESCA696","CALA COVES (MENORCA)",101,,,False,False,False,2003-05-29,False,True,False,False,"",False,False,False,False,,False
18233,186,"ES",106,"ESCA728","BAHIA DE CANYAMEL (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18234,186,"ES",106,"ESCA729","BAHIA DE SA COMA - S'ILLOT (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18235,186,"ES",106,"ESCA730","CALA MORLANDA (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18236,186,"ES",106,"ESCA731","CALA SANTNYI - CALA LLOMBARDS (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18237,186,"ES",106,"ESCA732","BAHIA DE LA PLATJA DES CARAGOLI (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18238,186,"ES",106,"ESCA733","CALA EN TUGORES (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18239,186,"ES",106,"ESCA734","PUERTO DE SANT JORDI - ES DOLC - ES CARBO (MALLORC",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
18240,186,"ES",106,"ESCA735","BAHIA DE PALMA (MALLORCA)",101,,,False,False,False,2003-05-29,False,False,False,True,"76/160/CEE",False,False,False,False,,False
