uwwState,rptMStateKey,uwwCode,uwwName,uwwBODIncoming,uwwCODIncoming,uwwNIncoming,uwwPIncoming,uwwBODDischarge,uwwCODDischarge,uwwNDischarge,uwwPDischarge,QAflag,Remark,ReportNetEnvelopeFileId
1,AT,ATTP_2-K1702958R0,Abwasserverband "Oberes Lavanttal",,,,,,,,, , ,28202
1,AT,ATTP_2-K1639918R0,Gemeinde Heiligenblut,,,,,,,,, , ,28202
1,AT,ATTP_2-K2307771,WV Abwasserverband Görtschitztal,,,,,,,,, , ,28202
1,AT,ATTP_2-K1950736,Stadtgemeinde Ferlach,,,,,,,,, , ,28202
1,AT,ATTP_2-K2391520,Marktgemeinde Steinfeld und Greifenburg/Gemeinde Weißensee,,,,,,,,, , ,28202
1,AT,ATTP_2-K1620535R0,WV Reinhalteverband Mölltal,,,,,,,,, , ,28202
1,AT,ATTP_2-K1822227R0,Wasserverband Unteres Drautal,,,,,,,,, , ,28202
1,AT,ATTP_2-K1750774R0,Gemeinde St. Kanzian am Klopeinersee,,,,,,,,, , ,28202
1,AT,ATTP_2-K1610301R0,WV Abwasserverband Raum Friesach-Althofen,,,,,,,,, , ,28202
1,AT,ATTP_2-K1949430,Abwasserverband Karnische Region,,,,,,,,, , ,28202
1,AT,ATTP_2-K1944050,Abwasserverband Wörthersee West,,,,,,,,, , ,28202
1,AT,ATTP_2-K1518811R0,WV Abwasserverband Völkermarkt-Jaunfeld (Eberndorf),,,,,,,,, , ,28202
1,AT,ATTP_2-K1939137,WV Ossiacher See,,,,,,,,, , ,28202
1,AT,ATTP_2-K1610676R0,Reinhalteverband für das Gebiet St. Veit/Glan,,,,,,,,, , ,28202
1,AT,ATTP_2-K1702940R0,Reinhalteverband "Mittleres Lavanttal",,,,,,,,, , ,28202
1,AT,ATTP_2-K1949374,WV Millstätter See,,,,,,,,, , ,28202
1,AT,ATTP_2-K1939997,Stadtgemeinde Villach,,,,,,,,, , ,28202
1,AT,ATTP_2-K1931629,Wasserverband Wörthersee Ost,,,,,,,,, , ,28202
0,AT,ATTP_3-155,ARA Hausbrunn 2034 MI,,,,,,,,, , ,28202
1,AT,ATTP_3-843,ARA Haringsee,,,,,,,,, , ,28202
1,AT,ATTP_3-390,ARA Ottenthal,,,,,,,,, , ,28202
1,AT,ATTP_3-167,ARA Untersiebenbrunn,,,,,,,,, , ,28202
1,AT,ATTP_3-609,ARA Ferschnitz,,,,,,,,, , ,28202
1,AT,ATTP_3-243,ARA Hürm,,,,,,,,, , ,28202
1,AT,ATTP_3-305,ARA Kilb,,,,,,,,, , ,28202
1,AT,ATTP_3-214,ARA Erholungszentrum Lassee,,,,,,,,, , ,28202
1,AT,ATTP_3-157,ARA Rabensburg,,,,,,,,, , ,28202
1,AT,ATTP_3-457,ARA Schwarzenau,,,,,,,,, , ,28202
1,AT,ATTP_3-380,ARA Altlichtenwarth,,,,,,,,, , ,28202
1,AT,ATTP_3-437,ARA Thaya,,,,,,,,, , ,28202
1,AT,ATTP_3-9,ARA Stetten,,,,,,,,, , ,28202
1,AT,ATTP_3-720,ARA Eckartsau,,,,,,,,, , ,28202
1,AT,ATTP_3-238,ARA Kirchberg am Walde 2239 GD,,,,,,,,, , ,28202
1,AT,ATTP_3-997,ARA Schollach,,,,,,,,, , ,28202
1,AT,ATTP_3-441,ARA Windigsteig,,,,,,,,, , ,28202
1,AT,ATTP_3-385,ARA Bockfliess,,,,,,,,, , ,28202
1,AT,ATTP_3-455,ARA Martinsberg,,,,,,,,, , ,28202
1,AT,ATTP_3-87,ARA Oberndorf an der Melk,,,,,,,,, , ,28202
1,AT,ATTP_3-219,ARA Obersiebenbrunn,,,,,,,,, , ,28202
1,AT,ATTP_3-804,ARA Frankenfels,,,,,,,,, , ,28202
1,AT,ATTP_3-296,ARA Ottenschlag,,,,,,,,, , ,28202
1,AT,ATTP_3-146,ARA Hoheneich,,,,,,,,, , ,28202
1,AT,ATTP_3-815,ARA Engelhartstetten,,,,,,,,, , ,28202
1,AT,ATTP_3-749,ARA Karlstein,,,,,,,,, , ,28202
1,AT,ATTP_3-128,ARA Wallsee-Sindelburg,,,,,,,,, , ,28202
1,AT,ATTP_3-275,ARA Au am Leithaberge,,,,,,,,, , ,28202
1,AT,ATTP_3-287,ARA GV Abwasser Kirnberg - Texingtal,,,,,,,,, , ,28202
1,AT,ATTP_3-125,ARA Hollenstein an der Ybbs,,,,,,,,, , ,28202
1,AT,ATTP_3-37,ARA Moosbrunn,,,,,,,,, , ,28202
1,AT,ATTP_3-147,ARA Strengberg,,,,,,,,, , ,28202
1,AT,ATTP_3-58,ARA Emmersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-114,ARA Lackenhof,,,,,,,,, , ,28202
1,AT,ATTP_3-365,ARA Hohenberg,,,,,,,,, , ,28202
1,AT,ATTP_3-845,ARA Jedenspeigen,,,,,,,,, , ,28202
1,AT,ATTP_3-254,ARA Neudorf bei Staatz,,,,,,,,, , ,28202
1,AT,ATTP_3-194,ARA Petronell-Carnuntum,,,,,,,,, , ,28202
1,AT,ATTP_3-689,ARA Rastenfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-687,ARA Stronsdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-135,ARA Weikendorf,,,,,,,,, , ,28202
1,AT,ATTP_3-708,ARA GAV Krumau - Pölla,,,,,,,,, , ,28202
1,AT,ATTP_3-70,ARA Prottes,,,,,,,,, , ,28202
1,AT,ATTP_3-1608,ARA Prellenkirchen - Potzneusiedl,,,,,,,,, , ,28202
1,AT,ATTP_3-436,ARA Raabs an der Thaya,,,,,,,,, , ,28202
1,AT,ATTP_3-212,ARA Dürnkrut,,,,,,,,, , ,28202
1,AT,ATTP_3-286,ARA Yspertal,,,,,,,,, , ,28202
1,AT,ATTP_3-107,ARA Atzenbrugg,,,,,,,,, , ,28202
1,AT,ATTP_3-1084,ARA St. Aegyd am Neuwalde,,,,,,,,, , ,28202
1,AT,ATTP_3-608,ARA Ernsthofen,,,,,,,,, , ,28202
1,AT,ATTP_3-387,ARA Großharras,,,,,,,,, , ,28202
1,AT,ATTP_3-1029,ARA Lassee,,,,,,,,, , ,28202
1,AT,ATTP_3-220,ARA Orth an der Donau,,,,,,,,, , ,28202
1,AT,ATTP_3-686,ARA Schrattenberg,,,,,,,,, , ,28202
1,AT,ATTP_3-15,ARA Gresten,,,,,,,,, , ,28202
1,AT,ATTP_3-67,ARA Großkrut,,,,,,,,, , ,28202
1,AT,ATTP_3-253,ARA Lengenfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-42,ARA Pyhra,,,,,,,,, , ,28202
1,AT,ATTP_3-391,ARA Wilfersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-122,ARA Marchegg,,,,,,,,, , ,28202
1,AT,ATTP_3-350,ARA GAV Enzersfeld-Hagenbrunn,,,,,,,,, , ,28202
1,AT,ATTP_3-386,ARA Großebersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-805,ARA Heiligenkreuz,,,,,,,,, , ,28202
1,AT,ATTP_3-141,ARA Ardagger-Markt,,,,,,,,, , ,28202
1,AT,ATTP_3-813,ARA Vitis,,,,,,,,, , ,28202
1,AT,ATTP_3-269,ARA Schrattenthal,,,,,,,,, , ,28202
1,AT,ATTP_3-830,ARA Harmannsdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-180,ARA Hainbuch Dorf an der Enns,,,,,,,,, , ,28202
1,AT,ATTP_3-189,ARA Wasser- und AV Münchendorf,,,,,,,,, , ,28202
1,AT,ATTP_3-682,ARA GAV Oberes Zayatal,,,,,,,,, , ,28202
1,AT,ATTP_3-453,ARA Groß Gerungs,,,,,,,,, , ,28202
1,AT,ATTP_3-84,ARA Mank,,,,,,,,, , ,28202
1,AT,ATTP_3-476,ARA GV Altenmarkt an der Triesting - Kaumberg,,,,,,,,, , ,28202
1,AT,ATTP_3-154,ARA Wildendürnbach,,,,,,,,, , ,28202
1,AT,ATTP_3-355,ARA Hadersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-71,ARA Hohenau an der March,,,,,,,,, , ,28202
1,AT,ATTP_3-45,ARA Loosdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-80,ARA Lunz am See,,,,,,,,, , ,28202
1,AT,ATTP_3-176,ARA Ybbsitz,,,,,,,,, , ,28202
1,AT,ATTP_3-1041,ARA EVN Wasser (GAV Senningbach),,,,,,,,, , ,28202
1,AT,ATTP_3-46,ARA Pöggstall,,,,,,,,, , ,28202
1,AT,ATTP_3-346,ARA Zellerndorf,,,,,,,,, , ,28202
1,AT,ATTP_3-1631,ARA Gaming,,,,,,,,, , ,28202
0,AT,ATTP_3-1610,ARA Gaming,,,,,,,,, , ,28202
1,AT,ATTP_3-88,ARA AV Lainsitz-Mitte,,,,,,,,, , ,28202
1,AT,ATTP_3-91,ARA GAV Retzbach - Retz,,,,,,,,, , ,28202
1,AT,ATTP_3-345,ARA Pulkau,,,,,,,,, , ,28202
1,AT,ATTP_3-301,ARA AV Oberes Russbachtal,,,,,,,,, , ,28202
1,AT,ATTP_3-221,ARA AV Sulzbach,,,,,,,,, , ,28202
1,AT,ATTP_3-166,ARA GAV Kleinharraserbach,,,,,,,,, , ,28202
1,AT,ATTP_3-850,ARA GAV Maignerbach,,,,,,,,, , ,28202
1,AT,ATTP_3-829,ARA GAV Unteres Schmidatal,,,,,,,,, , ,28202
1,AT,ATTP_3-683,ARA Herrnbaumgarten,,,,,,,,, , ,28202
1,AT,ATTP_3-814,ARA Leopoldsdorf im Marchfelde,,,,,,,,, , ,28202
1,AT,ATTP_3-89,ARA Sooß,,,,,,,,, , ,28202
0,AT,ATTP_3-18,ARA Litschau,,,,,,,,, , ,28202
1,AT,ATTP_3-1701,ARA Litschau,,,,,,,,, , ,28202
1,AT,ATTP_3-812,ARA WVG Bad Schönau - Krumbach,,,,,,,,, , ,28202
1,AT,ATTP_3-730,ARA GAV Mittleres Pittental,,,,,,,,, , ,28202
1,AT,ATTP_3-137,ARA Allentsteig,,,,,,,,, , ,28202
1,AT,ATTP_3-61,ARA Gablitz,,,,,,,,, , ,28202
1,AT,ATTP_3-322,ARA Gars am Kamp,,,,,,,,, , ,28202
1,AT,ATTP_3-701,ARA Göstling,,,,,,,,, , ,28202
1,AT,ATTP_3-402,ARA Laxenburg,,,,,,,,, , ,28202
1,AT,ATTP_3-705,ARA GAV Drasenhofen,,,,,,,,, , ,28202
1,AT,ATTP_3-136,ARA VG Ravelsbach - Maissau,,,,,,,,, , ,28202
1,AT,ATTP_3-434,ARA Groß-Siegharts,,,,,,,,, , ,28202
1,AT,ATTP_3-477,ARA GAV Ruprechtshofen - St. Leonhard am Forst,,,,,,,,, , ,28202
1,AT,ATTP_3-44,ARA Karlstetten 1901 PL,,,,,,,,, , ,28202
1,AT,ATTP_3-112,ARA Zwentendorf,,,,,,,,, , ,28202
1,AT,ATTP_3-109,ARA Haag,,,,,,,,, , ,28202
1,AT,ATTP_3-25,ARA GAV Ebenfurth-Pottendorf,,,,,,,,, , ,28202
1,AT,ATTP_3-707,ARA Angern an der March,,,,,,,,, , ,28202
1,AT,ATTP_3-828,ARA GAV Sierndorf - Göllersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-244,ARA GAV Unteres Zayatal,,,,,,,,, , ,28202
1,AT,ATTP_3-72,ARA Zistersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-2,ARA GAV Fischatal,,,,,,,,, , ,28202
1,AT,ATTP_3-255,ARA Sitzendorf an der Schmida,,,,,,,,, , ,28202
1,AT,ATTP_3-99,ARA GAV Raum Groß-Kadolz,,,,,,,,, , ,28202
1,AT,ATTP_3-65,ARA GAV Ennsdorf-St.Pantaleon,,,,,,,,, , ,28202
1,AT,ATTP_3-842,ARA GAV Östliches Tullnerfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-184,ARA Alland,,,,,,,,, , ,28202
1,AT,ATTP_3-63,ARA Seibersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-408,ARA AV Grimmenstein-Edlitz-Thomasberg,,,,,,,,, , ,28202
1,AT,ATTP_3-424,ARA GAV Kleines Erlauftal,,,,,,,,, , ,28202
1,AT,ATTP_3-127,ARA Ziersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-347,ARA GAV Haugsdorf-Pernersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-396,ARA AV Breitenfurt - Laab,,,,,,,,, , ,28202
1,AT,ATTP_3-121,ARA Deutsch-Wagram,,,,,,,,, , ,28202
1,AT,ATTP_3-772,ARA GAV Oberer Weidenbach,,,,,,,,, , ,28202
1,AT,ATTP_3-81,ARA Retz,,,,,,,,, , ,28202
1,AT,ATTP_3-152,ARA GAV Mittleres Rußbachtal,,,,,,,,, , ,28202
1,AT,ATTP_3-729,ARA GAV Mittlerer Weidenbach,,,,,,,,, , ,28202
1,AT,ATTP_3-731,ARA GAV Mittleres Schmidatal,,,,,,,,, , ,28202
1,AT,ATTP_3-733,ARA GAV Taschlbach,,,,,,,,, , ,28202
1,AT,ATTP_3-77,ARA Gänserndorf,,,,,,,,, , ,28202
1,AT,ATTP_3-3,ARA Melk,,,,,,,,, , ,28202
1,AT,ATTP_3-728,ARA GAV Gmoosbach,,,,,,,,, , ,28202
1,AT,ATTP_3-92,ARA AV Raum Hainburg,,,,,,,,, , ,28202
1,AT,ATTP_3-848,ARA GAV Eggenburg - Röschitz,,,,,,,,, , ,28202
1,AT,ATTP_3-106,ARA GAV Wagram - West,,,,,,,,, , ,28202
1,AT,ATTP_3-398,ARA Gumpoldskirchen,,,,,,,,, , ,28202
1,AT,ATTP_3-187,ARA St. Valentin,,,,,,,,, , ,28202
1,AT,ATTP_3-145,ARA AV Oberes Perschlingtal,,,,,,,,, , ,28202
1,AT,ATTP_3-1127,ARA Abwasserreinigung im Waldviertel GmbH,,,,,,,,, , ,28202
1,AT,ATTP_3-124,ARA GAV Oberes Urltal,,,,,,,,, , ,28202
1,AT,ATTP_3-713,ARA GAV Aspang - Feistritz,,,,,,,,, , ,28202
1,AT,ATTP_3-7,ARA GV Abwasserreinigung im südlichen Waldviertel,,,,,,,,, , ,28202
1,AT,ATTP_3-810,ARA GAV Wagram - Nördliches Tullnerfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-369,ARA AV Gölsental,,,,,,,,, , ,28202
1,AT,ATTP_3-425,ARA GAV Erlauftal,,,,,,,,, , ,28202
1,AT,ATTP_3-159,ARA Poysdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-6,ARA AV Ybbsfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-105,ARA GAV Raum St. Andrä-Wördern,,,,,,,,, , ,28202
1,AT,ATTP_3-49,ARA Himberg,,,,,,,,, , ,28202
1,AT,ATTP_3-404,ARA Vösendorf,,,,,,,,, , ,28202
1,AT,ATTP_3-36,ARA Ebreichsdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-1050,ARA GAV Laaer Becken,,,,,,,,, , ,28202
1,AT,ATTP_3-55,ARA Wiental - Sammelkanal GmbH,,,,,,,,, , ,28202
1,AT,ATTP_3-51,ARA GV Abwasserbeseitigung Raum Pöchlarn,,,,,,,,, , ,28202
1,AT,ATTP_3-764,ARA Mistelbach,,,,,,,,, , ,28202
1,AT,ATTP_3-1022,ARA Guntramsdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-10,ARA Hollabrunn,,,,,,,,, , ,28202
1,AT,ATTP_3-150,ARA Stockerau,,,,,,,,, , ,28202
1,AT,ATTP_3-130,ARA Waidhofen an der Ybbs,,,,,,,,, , ,28202
1,AT,ATTP_3-450,ARA GV Abwasserbeseitigung Raum Hohe Wand - Steinfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-38,ARA Traiskirchen,,,,,,,,, , ,28202
1,AT,ATTP_3-433,ARA GAV Südöstliches Tullnerfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-162,ARA AV Pielachtal,,,,,,,,, , ,28202
1,AT,ATTP_3-120,ARA GAV Wolkersdorf - Pillichsdorf - Großengersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-182,ARA AV Oberes Schwarzatal,,,,,,,,, , ,28202
1,AT,ATTP_3-132,ARA AV Raum Korneuburg,,,,,,,,, , ,28202
1,AT,ATTP_3-43,ARA GAV Trumau-Schönau,,,,,,,,, , ,28202
1,AT,ATTP_3-330,ARA GV Horn für Abwasserbeseitigung,,,,,,,,, , ,28202
1,AT,ATTP_3-458,ARA Zwettl,,,,,,,,, , ,28202
1,AT,ATTP_3-421,ARA AV Mittleres Schwarzatal,,,,,,,,, , ,28202
1,AT,ATTP_3-134,ARA GAV Marchfeld,,,,,,,,, , ,28202
1,AT,ATTP_3-29,ARA Baden,,,,,,,,, , ,28202
1,AT,ATTP_3-430,ARA Tulln,,,,,,,,, , ,28202
1,AT,ATTP_3-52,ARA AV Anzbach-Laabental,,,,,,,,, , ,28202
1,AT,ATTP_3-757,ARA AV Lainsitz,,,,,,,,, , ,28202
1,AT,ATTP_3-32,ARA Klosterneuburg,,,,,,,,, , ,28202
1,AT,ATTP_3-448,ARA Piestingtaler AV,,,,,,,,, , ,28202
1,AT,ATTP_3-108,ARA GAV Wieselburg,,,,,,,,, , ,28202
1,AT,ATTP_3-851,ARA GAV Langenlois - Schönberg am Kamp,,,,,,,,, , ,28202
1,AT,ATTP_3-34,ARA GV Abwasserbeseitigung Raum Bad Vöslau,,,,,,,,, , ,28202
1,AT,ATTP_3-447,ARA AV Oberes Piestingtal,,,,,,,,, , ,28202
1,AT,ATTP_3-403,ARA Mödling,,,,,,,,, , ,28202
1,AT,ATTP_3-643,ARA AV Großraum Bruck an der Leitha - Neusiedl am See,,,,,,,,, , ,28202
1,AT,ATTP_3-142,ARA Groß-Enzersdorf,,,,,,,,, , ,28202
1,AT,ATTP_3-104,ARA GAV Amstetten,,,,,,,,, , ,28202
1,AT,ATTP_3-119,ARA GAV Raum Krems an der Donau,,,,,,,,, , ,28202
1,AT,ATTP_3-449,ARA AWV Wr. Neustadt-Süd,,,,,,,,, , ,28202
1,AT,ATTP_3-47,ARA AV An der Traisen,,,,,,,,, , ,28202
1,AT,ATTP_3-11,ARA AWV Schwechat,,,,,,,,, , ,28202
1,AT,ATTP_4-41814001,Offenhausen,,,,,,,,, , ,28202
1,AT,ATTP_4-40912207,Sauzipf,,,,,,,,, , ,28202
1,AT,ATTP_4-41620001,Reichenthal,,,,,,,,, , ,28202
1,AT,ATTP_4-41001001,Allhaming,,,,,,,,, , ,28202
1,AT,ATTP_4-41819001,Sipbachzell,,,,,,,,, , ,28202
1,AT,ATTP_4-41304001,Altenfelden,,,,,,,,, , ,28202
1,AT,ATTP_4-41622001,Schenkenfelden,,,,,,,,, , ,28202
1,AT,ATTP_4-40408001,Franking,,,,,,,,, , ,28202
1,AT,ATTP_4-41208001,Gurten,,,,,,,,, , ,28202
1,AT,ATTP_4-41337001,St. Veit,,,,,,,,, , ,28202
1,AT,ATTP_4-41411001,Kopfing,,,,,,,,, , ,28202
1,AT,ATTP_4-41321001,Neufelden,,,,,,,,, , ,28202
1,AT,ATTP_4-41119001,St. Georgen am Walde,,,,,,,,, , ,28202
1,AT,ATTP_4-41125001,Waldhausen,,,,,,,,, , ,28202
1,AT,ATTP_4-41619002,Reichenau,,,,,,,,, , ,28202
1,AT,ATTP_4-41112001,Mitterkirchen,,,,,,,,, , ,28202
1,AT,ATTP_4-41318001,Lembach,,,,,,,,, , ,28202
1,AT,ATTP_4-41409001,Esternberg,,,,,,,,, , ,28202
1,AT,ATTP_4-41323001,Niederwaldkirchen,,,,,,,,, , ,28202
1,AT,ATTP_4-41304002,Kleines Mühltal,,,,,,,,, , ,28202
1,AT,ATTP_4-41108001,Bad Kreuzen,,,,,,,,, , ,28202
1,AT,ATTP_4-41221001,Oberach,,,,,,,,, , ,28202
1,AT,ATTP_4-40607001,Kefermarkt,,,,,,,,, , ,28202
1,AT,ATTP_4-40622001,Unterweitersdorf,,,,,,,,, , ,28202
1,AT,ATTP_4-41407001,Engelhartszell,,,,,,,,, , ,28202
1,AT,ATTP_4-40611001,Liebenau,,,,,,,,, , ,28202
1,AT,ATTP_4-40612001,Neumarkt im Mühlkreis,,,,,,,,, , ,28202
1,AT,ATTP_4-40618001,St. Oswald,,,,,,,,, , ,28202
1,AT,ATTP_4-41414001,Raab,,,,,,,,, , ,28202
1,AT,ATTP_4-40603001,Gutau,,,,,,,,, , ,28202
1,AT,ATTP_4-40822001,Oberes Pramtal,,,,,,,,, , ,28202
1,AT,ATTP_4-40913001,Ried /Traunkreis,,,,,,,,, , ,28202
1,AT,ATTP_4-40413001,Helpfau-Uttendorf,,,,,,,,, , ,28202
1,AT,ATTP_4-41215002,Mettmach,,,,,,,,, , ,28202
1,AT,ATTP_4-41115001,Pabneukirchen,,,,,,,,, , ,28202
1,AT,ATTP_4-41338002,Sarleinsbach,,,,,,,,, , ,28202
1,AT,ATTP_4-40613001,Pierbach-Schönau-St.Thomas,,,,,,,,, , ,28202
1,AT,ATTP_4-41326001,Peilstein Julbach,,,,,,,,, , ,28202
1,AT,ATTP_4-41512002,Reichraming,,,,,,,,, , ,28202
1,AT,ATTP_4-40621001,Unterweißenbach,,,,,,,,, , ,28202
1,AT,ATTP_4-41509003,Losenstein,,,,,,,,, , ,28202
1,AT,ATTP_4-41413001,Münzkirchen,,,,,,,,, , ,28202
1,AT,ATTP_4-40912001,Pettenbach,,,,,,,,, , ,28202
1,AT,ATTP_4-40420001,Maria Schmolln,,,,,,,,, , ,28202
1,AT,ATTP_4-40833001,Oberes Trattnachtal,,,,,,,,, , ,28202
1,AT,ATTP_4-41507001,Großraming,,,,,,,,, , ,28202
1,AT,ATTP_4-40809001,Haag /Hausruck,,,,,,,,, , ,28202
1,AT,ATTP_4-41213001,Kobernaußerwald,,,,,,,,, , ,28202
